Station;RAMSAU;AM;DACHSTEIN;;;;;;
Altitude;1207;;;;;;;;
Easting;422687;;;;;;;;
Northing;391740;;;;;;;;
year;month;day;hour;temp;precip;short_in;rel_hum;wind_speed;long_in
2010;1;1;0;272,25;0;0;94;1,4;247,3769728
2010;1;1;1;271,95;0;0;98;0,5;250,1389736
2010;1;1;2;272,35;0;0;98;0,6;252,5542831
2010;1;1;3;272,55;0;0;98;0,7;253,7757566
2010;1;1;4;272,15;0;0;98;0,7;251,3420467
2010;1;1;5;271,65;0;0;97;0,7;247,1861881
2010;1;1;6;270,25;0;0;96;0,7;238,1119424
2010;1;1;7;270,25;0;0;96;0,7;238,1119424
2010;1;1;8;269,95;0;30,56;96;0,7;236,4631217
2010;1;1;9;270,35;0;100;96;0,4;238,6656743
2010;1;1;10;271,15;0;200;96;0,5;243,1711205
2010;1;1;11;271,75;0;208,33;96;1,2;246,6403479
2010;1;1;12;272,15;0;244,44;97;0,9;250,151466
2010;1;1;13;272,75;0;236,11;97;0,5;253,7847313
2010;1;1;14;272,25;0;172,22;97;0,3;250,7512876
2010;1;1;15;271,65;0;52,78;96;0,7;246,0566771
2010;1;1;16;271,25;0;8,33;96;1;243,7438897
2010;1;1;17;271,25;0;0;96;1,1;243,7438897
2010;1;1;18;271,85;0;0;96;0,8;247,2262267
2010;1;1;19;272,45;0;0;96;3;250,788385
2010;1;1;20;272,65;0;0;96;2,8;251,9938524
2010;1;1;21;272,35;0;0;96;2,7;250,1890644
2010;1;1;22;272,45;0;0;96;3,3;250,788385
2010;1;1;23;272,55;0;0;96;2;251,3899779
2010;1;2;0;272,45;0;0;96;0,6;250,788385
2010;1;2;1;272,55;0,1;0;96;0,3;251,3899779
2010;1;2;2;272,35;0,2;0;96;2;250,1890644
2010;1;2;3;271,35;0;0;74;2,9;226,3702294
2010;1;2;4;270,85;0;0;66;4,1;219,5866168
2010;1;2;5;270,35;0;0;64;3,8;216,3527642
2010;1;2;6;269,75;0;0;69;2,3;216,0743098
2010;1;2;7;269,25;0;0;63;2,8;211,0924032
2010;1;2;8;268,85;0;22,22;65;2,7;210,2497039
2010;1;2;9;268,65;0;50;66;2,5;209,835026
2010;1;2;10;268,35;0;61,11;59;3,4;205,7183499
2010;1;2;11;267,85;0;86,11;64;3,4;205,6341964
2010;1;2;12;267,45;0;91,67;70;3,4;206,5375684
2010;1;2;13;267,15;0;75;63;3,7;202,40004
2010;1;2;14;266,95;0;55,56;59;5,6;200,1490202
2010;1;2;15;266,15;0;25;72;3,9;202,0554945
2010;1;2;16;265,85;0;5,56;75;3,3;202,1979181
2010;1;2;17;265,25;0;0;72;4,6;198,4437721
2010;1;2;18;265,25;0;0;69;4,1;197,2207824
2010;1;2;19;264,95;0;0;69;4,5;196,5003219
2010;1;2;20;264,65;0;0;76;3,5;197,0662106
2010;1;2;21;264,65;0;0;78;3,8;198,7554683
2010;1;2;22;265,05;0;0;72;4,2;198,9547361
2010;1;2;23;264,65;0;0;77;4,5;198,0729708
2010;1;3;0;264,35;0;0;77;4,7;196,3017015
2010;1;3;1;264,75;0;0;71;3,7;196,232417
2010;1;3;2;264,75;0;0;70;4,1;195,9817741
2010;1;3;3;264,65;0;0;71;4;196,5306528
2010;1;3;4;264,55;0;0;70;3,5;195,7062481
2010;1;3;5;264,15;0;0;74;3,1;195,1709584
2010;1;3;6;264,05;0;0;77;2,9;195,9112414
2010;1;3;7;264,05;0;2,78;77;2,6;194,9471608
2010;1;3;8;264,05;0;33,33;76;3,1;193,1086865
2010;1;3;9;264,55;0;86,11;68;3,4;192,3186667
2010;1;3;10;265,55;0;250;65;3,4;195,7102298
2010;1;3;11;266,35;0;377,78;59;3,8;197,5941093
2010;1;3;12;266,75;0;275;58;3,2;198,9520953
2010;1;3;13;266,65;0;163,89;58;2,3;198,5679887
2010;1;3;14;266,85;0;105,56;57;2,6;200,0507087
2010;1;3;15;266,75;0;55,56;59;2,4;201,8236796
2010;1;3;16;265,75;0;8,33;63;2,2;199,2219902
2010;1;3;17;264,65;0;0;64;2,3;194,5056593
2010;1;3;18;264,05;0;0;68;1,8;192,27065
2010;1;3;19;263,55;0;0;71;2,4;191,6664638
2010;1;3;20;264,05;0;0;71;1,8;198,7769597
2010;1;3;21;263,45;0;0;71;3;192,5276698
2010;1;3;22;261,75;0;0;78;3;186,1684484
2010;1;3;23;262,65;0;0;73;2;189,4635783
2010;1;4;0;262,55;0;0;71;2,2;187,8356432
2010;1;4;1;262,35;0;0;74;2,2;189,5982301
2010;1;4;2;262,55;0;0;68;1,1;188,8539977
2010;1;4;3;261,65;0;0;70;0,6;184,8714487
2010;1;4;4;261,25;0;0;72;0,6;184,0401093
2010;1;4;5;261,25;0;0;73;0,5;184,9814646
2010;1;4;6;260,95;0;0;75;0,7;183,0743216
2010;1;4;7;260,65;0;2,78;73;0,5;179,4754266
2010;1;4;8;261,25;0;27,78;74;0,3;181,523241
2010;1;4;9;262,65;0;119,44;75;1,1;186,5759613
2010;1;4;10;263,55;0;188,89;75;1,3;189,6473435
2010;1;4;11;265,15;0;369,44;70;1,1;194,5536894
2010;1;4;12;266,35;0;369,44;65;1,1;199,1555744
2010;1;4;13;267,75;0;305,56;59;0,5;204,9142412
2010;1;4;14;267,15;0;263,89;64;1,7;205,1008368
2010;1;4;15;266,25;0;127,78;66;1,2;202,9530947
2010;1;4;16;265,55;0;11,11;68;1,1;199,9714294
2010;1;4;17;264,45;0;0;69;0,6;195,4141617
2010;1;4;18;264,35;0;0;68;0,6;194,2648217
2010;1;4;19;263,65;0;0;68;0,4;191,6445936
2010;1;4;20;263,75;0;0;68;0,6;191,8604321
2010;1;4;21;263,05;0;0;67;0,7;188,5065839
2010;1;4;22;263,25;0;0;67;0,6;189,4989098
2010;1;4;23;262,85;0;0;67;0,7;187,9177673
2010;1;5;0;262,85;0;0;68;0,6;188,0013108
2010;1;5;1;262,55;0;0;68;0,7;186,7960519
2010;1;5;2;262,75;0;0;69;0,5;189,0819536
2010;1;5;3;262,55;0;0;71;0,4;188,8234003
2010;1;5;4;261,95;0;0;71;0,5;185,2617111
2010;1;5;5;261,95;0;0;72;0,4;185,7360166
2010;1;5;6;262,25;0;0;71;0,3;184,9903725
2010;1;5;7;262,15;0;2,78;71;0,4;184,5446223
2010;1;5;8;263,75;0;38,89;70;0,8;190,5400662
2010;1;5;9;263,75;0;100;72;1,3;189,9377015
2010;1;5;10;264,85;0;197,22;71;1,2;193,3978941
2010;1;5;11;266,15;0;319,44;69;1;198,536023
2010;1;5;12;267,85;0;327,78;63;0,8;205,569516
2010;1;5;13;268,25;0;294,44;64;1,3;208,7836617
2010;1;5;14;267,55;0;152,78;66;0,9;206,6950979
2010;1;5;15;267,15;0;63,89;67;0,8;205,0245422
2010;1;5;16;266,55;0;11,11;70;0,8;202,9676341
2010;1;5;17;266,45;0;0;73;0,5;203,7379486
2010;1;5;18;266,45;0;0;75;0,2;203,9378704
2010;1;5;19;266,45;0;0;77;0,4;206,3738018
2010;1;5;20;266,85;0;0;78;0,2;208,6483985
2010;1;5;21;266,15;0;0;81;0,5;205,0748011
2010;1;5;22;266,55;0;0;84;0,5;208,5946289
2010;1;5;23;266,75;0;0;85;0,5;209,4960982
2010;1;6;0;267,05;0;0;86;0;212,5793616
2010;1;6;1;267,45;0;0;86;0,4;214,7381396
2010;1;6;2;267,35;0,1;0;90;0,9;215,8616566
2010;1;6;3;267,65;0,2;0;91;1,8;217,2240726
2010;1;6;4;267,85;0,1;0;91;2,1;218,9255026
2010;1;6;5;268,35;0;0;90;1,9;220,6463612
2010;1;6;6;268,35;0;0;90;1,1;219,9276664
2010;1;6;7;268,85;0;0;88;0,8;221,3733602
2010;1;6;8;269,05;0;25;86;2,5;220,1939704
2010;1;6;9;269,45;0;66,67;85;1,8;220,5684992
2010;1;6;10;269,95;0;150;83;1;221,3190966
2010;1;6;11;270,75;0;225;80;0,7;225,4732472
2010;1;6;12;271,55;0;244,44;77;0,5;232,2015821
2010;1;6;13;271,45;0;172,22;82;0,5;236,5512544
2010;1;6;14;270,55;0;141,67;86;1,8;234,7410541
2010;1;6;15;270,35;0;58,33;85;1;231,2621194
2010;1;6;16;269,65;0;8,33;89;0,8;229,8049732
2010;1;6;17;269,75;0;0;90;0,8;231,2367084
2010;1;6;18;269,35;0;0;90;0,3;229,692871
2010;1;6;19;269,45;0;0;88;0,2;229,3834177
2010;1;6;20;268,95;0;0;92;0,3;228,424765
2010;1;6;21;268,85;0;0;90;0,7;226,121258
2010;1;6;22;268,75;0;0;92;0,7;227,4027056
2010;1;6;23;268,65;0;0;93;0,6;228,4062673
2010;1;7;0;268,55;0;0;94;0,8;229,5169651
2010;1;7;1;268,35;0;0;95;0,7;228,2277707
2010;1;7;2;268,15;0;0;95;0,2;226,5927683
2010;1;7;3;268,15;0;0;91;1,6;224,0164424
2010;1;7;4;268,05;0;0;88;1,9;220,5262304
2010;1;7;5;267,85;0;0;95;0,5;225,681714
2010;1;7;6;267,85;0;0;96;1,1;225,421635
2010;1;7;7;267,65;0;0;95;1,3;221,3892927
2010;1;7;8;267,85;0;11,11;94;0,3;223,0591048
2010;1;7;9;268,05;0;30,56;91;1,1;221,1255498
2010;1;7;10;267,95;0,2;33,33;90;1,5;216,7222429
2010;1;7;11;268,25;0,4;66,67;89;0,2;217,8535798
2010;1;7;12;269,05;0;230,56;83;0,5;223,9004116
2010;1;7;13;269,25;0;325;82;1;226,7890458
2010;1;7;14;268,25;0;236,11;91;2,1;230,2578008
2010;1;7;15;267,85;0;100;88;1,4;220,9414041
2010;1;7;16;267,05;0;8,33;92;0,9;217,0777641
2010;1;7;17;267,35;0;0;94;0,5;222,2423293
2010;1;7;18;267,25;0;0;94;0,3;221,1830651
2010;1;7;19;267,15;0;0;94;0,8;218,1730824
2010;1;7;20;267,15;0;0;92;0,6;216,2854576
2010;1;7;21;267,55;0;0;91;0,9;219,5992833
2010;1;7;22;267,65;0;0;90;1,4;218,0394765
2010;1;7;23;267,55;0;0;88;0,8;216,9199873
2010;1;8;0;267,95;0;0;86;1;221,6571608
2010;1;8;1;267,65;0;0;86;1;219,7260122
2010;1;8;2;267,05;0;0;91;0,7;215,9140487
2010;1;8;3;266,85;0;0;92;0,6;214,4855572
2010;1;8;4;267,35;0;0;87;1;214,5892962
2010;1;8;5;267,45;0;0;91;1,3;217,4025741
2010;1;8;6;267,65;0;0;92;1,8;217,893068
2010;1;8;7;267,85;0;0;93;0,7;217,1080096
2010;1;8;8;268,35;0;27,78;93;1;220,1739006
2010;1;8;9;269,25;0;108,33;91;2,3;225,4499396
2010;1;8;10;269,55;0;127,78;91;2,8;225,1974104
2010;1;8;11;269,85;0;144,44;90;2,5;226,3863194
2010;1;8;12;270,65;0;238,89;87;3;231,1590405
2010;1;8;13;270,85;0;130,56;88;2,8;232,6073417
2010;1;8;14;270,85;0;72,22;89;2,2;233,4028491
2010;1;8;15;271,15;0;30,56;88;1,4;235,4332751
2010;1;8;16;271,15;0;8,33;89;1,5;237,2519728
2010;1;8;17;271,15;0;0;91;1,5;237,1492394
2010;1;8;18;270,95;0;0;92;2;237,4505394
2010;1;8;19;271,35;0;0;92;1,6;241,2957054
2010;1;8;20;271,05;0;0;93;1,5;240,0639151
2010;1;8;21;271,15;0;0;93;0,4;241,8321019
2010;1;8;22;270,95;0;0;93;0;240,09783
2010;1;8;23;270,85;0;0;93;0,3;238,9533775
2010;1;9;0;270,75;0;0;94;0,7;240,0396286
2010;1;9;1;270,75;0,2;0;94;0,4;251,9545304
2010;1;9;2;270,55;0,2;0;95;0,4;257,7314944
2010;1;9;3;269,15;0;0;92;2,1;235,3883746
2010;1;9;4;268,55;0;0;92;0,6;229,3750543
2010;1;9;5;268,05;0;0;92;2,3;223,8835689
2010;1;9;6;267,85;0;0;93;1,8;221,2561661
2010;1;9;7;267,85;0;0;94;1,7;222,0543418
2010;1;9;8;268,15;0;13,89;96;0,8;226,9471374
2010;1;9;9;268,15;0;52,78;97;2;225,0366484
2010;1;9;10;268,15;0;72,22;97;1,8;225,0366484
2010;1;9;11;268,65;0;105,56;96;1,1;227,7954804
2010;1;9;12;268,65;0;97,22;96;1,3;227,7954804
2010;1;9;13;268,95;0;91,67;96;1,1;230,4935718
2010;1;9;14;268,95;0,1;61,11;96;0,8;231,0982943
2010;1;9;15;269,05;0,1;38,89;95;0,2;230,6473895
2010;1;9;16;268,95;0;8,33;95;0,6;229,5488442
2010;1;9;17;269,05;0;0;95;0,3;230,6473895
2010;1;9;18;269,05;0;0;95;0,4;227,9767672
2010;1;9;19;269,05;0;0;95;0,1;227,9767672
2010;1;9;20;269,55;0;0;96;0,3;235,5967203
2010;1;9;21;269,55;0;0;96;0,6;237,0099568
2010;1;9;22;269,35;0;0;96;0,5;234,5174841
2010;1;9;23;269,15;0;0;96;0,6;231,5476688
2010;1;10;0;269,15;0;0;96;0,9;231,5476688
2010;1;10;1;269,25;0;0;96;0,9;240,3655606
2010;1;10;2;269,25;0;0;96;0,2;250,750429
2010;1;10;3;268,25;0;0;95;1,8;232,7833619
2010;1;10;4;267,35;0;0;94;2,6;222,8356422
2010;1;10;5;267,35;0;0;94;2,1;224,0971504
2010;1;10;6;267,05;0;0;93;2,4;219,3396756
2010;1;10;7;266,85;0;0;93;2,9;216,895575
2010;1;10;8;266,95;0;25;93;2,6;217,3707538
2010;1;10;9;267,05;0;75;93;2,5;218,3256251
2010;1;10;10;267,15;0;113,89;93;2,6;217,8653094
2010;1;10;11;267,15;0;144,44;91;2,9;215,2227851
2010;1;10;12;267,45;0;136,11;91;2,7;216,6368329
2010;1;10;13;267,75;0;130,56;88;2,5;219,5284281
2010;1;10;14;268,05;0;211,11;83;2,8;220,9252857
2010;1;10;15;267,45;0;88,89;85;2,7;218,4047518
2010;1;10;16;266,85;0;11,11;86;3,1;216,9864363
2010;1;10;17;266,55;0;0;86;3,4;212,0549784
2010;1;10;18;265,85;0;0;87;3,1;207,2037891
2010;1;10;19;266,35;0;0;86;3,2;210,7864513
2010;1;10;20;266,35;0;0;86;3,2;211,1567246
2010;1;10;21;266,25;0;0;87;3,1;211,0172191
2010;1;10;22;266,15;0;0;87;2,6;209,8362494
2010;1;10;23;266,15;0;0;87;1;210,569777
2010;1;11;0;266,25;0;0;87;1;211,0172191
2010;1;11;1;266,05;0;0;88;1,2;208,9935438
2010;1;11;2;266,15;0;0;88;1,5;210,8710238
2010;1;11;3;266,45;0;0;86;2;211,6050747
2010;1;11;4;266,15;0;0;88;0,8;210,8710238
2010;1;11;5;266,25;0;0;88;0,6;212,1240494
2010;1;11;6;266,15;0;0;88;1,5;212,0970881
2010;1;11;7;266,05;0;2,78;89;1,1;208,9414556
2010;1;11;8;265,85;0;36,11;89;1,1;205,3481666
2010;1;11;9;266,65;0;102,78;87;0,6;209,8740361
2010;1;11;10;267,45;0,1;136,11;86;0,2;213,7898217
2010;1;11;11;267,45;0,2;147,22;87;0,3;215,3969374
2010;1;11;12;267,95;0,4;147,22;87;0,5;220,1273662
2010;1;11;13;267,65;0,7;80,56;88;0,2;219,0515854
2010;1;11;14;267,55;0,7;50;91;0,5;223,3355701
2010;1;11;15;267,35;0,6;25;91;1,4;220,6376619
2010;1;11;16;266,85;0,4;8,33;93;1,6;217,8659696
2010;1;11;17;266,95;0,4;0;93;0,9;219,9545213
2010;1;11;18;266,85;0,6;0;93;0,7;218,9159863
2010;1;11;19;266,65;0,3;0;93;0,8;217,4282489
2010;1;11;20;266,65;0,3;0;92;0,2;217,6333907
2010;1;11;21;266,55;0,1;0;93;0,4;218,6161109
2010;1;11;22;266,35;0,1;0;93;0,3;216,0124311
2010;1;11;23;266,15;0;0;92;0,2;214,2657707
2010;1;12;0;266,25;0,1;0;92;0,3;215,7535284
2010;1;12;1;266,05;0;0;92;0,7;219,1228298
2010;1;12;2;265,95;0;0;93;0,8;219,7395375
2010;1;12;3;265,05;0,1;0;92;0,3;208,3524032
2010;1;12;4;264,95;0;0;92;0,5;212,6943232
2010;1;12;5;265,15;0;0;92;0,5;211,2483445
2010;1;12;6;264,15;0;0;91;0,8;203,3425173
2010;1;12;7;264,75;0;2,78;91;0,8;206,333915
2010;1;12;8;264,35;0;27,78;91;0,4;198,7649739
2010;1;12;9;264,85;0;66,67;91;0,7;200,0977503
2010;1;12;10;266,45;0;177,78;90;0,4;208,7146638
2010;1;12;11;267,35;0;388,89;88;1,5;210,9169458
2010;1;12;12;267,95;0;375;91;1,5;217,6377583
2010;1;12;13;269,25;0;347,22;82;0,4;225,8049644
2010;1;12;14;268,95;0;266,67;86;0,9;229,4326012
2010;1;12;15;268,05;0;147,22;89;0,8;226,2663303
2010;1;12;16;267,55;0;2,78;93;0,6;230,0294359
2010;1;12;17;266,95;0;0;93;0,2;232,9655453
2010;1;12;18;266,25;0;0;93;0,6;219,7339093
2010;1;12;19;265,05;0;0;92;0,6;210,2695435
2010;1;12;20;265,45;0;0;93;0,9;215,970009
2010;1;12;21;264,75;0;0;92;0,7;205,4025748
2010;1;12;22;264,65;0;0;91;0,9;203,3387672
2010;1;12;23;265,25;0;0;92;0,9;213,4312665
2010;1;13;0;265,45;0;0;92;1,3;218,5549989
2010;1;13;1;264,55;0;0;92;0,9;207,0654175
2010;1;13;2;264,15;0;0;91;1,1;204,6043874
2010;1;13;3;264,45;0;0;91;0,8;206,8319013
2010;1;13;4;264,05;0;0;91;0,8;199,9018741
2010;1;13;5;264,15;0;0;91;0,6;200,9067064
2010;1;13;6;265,15;0;0;91;0,8;208,0883449
2010;1;13;7;265,05;0;2,78;91;0,6;204,1453758
2010;1;13;8;265,25;0;41,67;91;0,7;202,7689299
2010;1;13;9;266,15;0;113,89;92;0,2;206,4941795
2010;1;13;10;267,25;0;222,22;92;0,8;213,1382573
2010;1;13;11;268,45;0;327,78;93;1,1;220,3365729
2010;1;13;12;268,85;0;366,67;93;1,4;225,3442067
2010;1;13;13;269,75;0;347,22;87;1,5;232,7427232
2010;1;13;14;269,35;0;236,11;85;0,9;233,726626
2010;1;13;15;268,65;0;94,44;85;1,1;228,1063635
2010;1;13;16;267,45;0;16,67;90;0,3;221,87583
2010;1;13;17;267,05;0;0;91;0,3;220,9070696
2010;1;13;18;266,75;0;0;90;0,8;216,4190201
2010;1;13;19;266,35;0;0;89;0,9;212,4734097
2010;1;13;20;266,45;0;0;88;0,7;212,6204007
2010;1;13;21;266,35;0;0;88;0,3;213,9073711
2010;1;13;22;266,35;0;0;90;0,6;224,548295
2010;1;13;23;265,85;0;0;92;0,8;216,1935204
2010;1;14;0;264,55;0;0;93;1;205,1663387
2010;1;14;1;265,15;0;0;92;0,3;210,2083695
2010;1;14;2;265,05;0;0;91;0,3;208,9871386
2010;1;14;3;264,95;0;0;91;0,5;210,0507998
2010;1;14;4;264,85;0;0;92;0,2;209,3775352
2010;1;14;5;264,45;0;0;91;0,7;212,8522134
2010;1;14;6;264,55;0;0;91;0,4;209,384472
2010;1;14;7;263,15;0;2,78;91;0,5;196,2033204
2010;1;14;8;263,85;0;36,11;91;0,9;198,2718887
2010;1;14;9;264,25;0;119,44;91;1;198,7642548
2010;1;14;10;265,25;0;208,33;91;0,8;202,7689299
2010;1;14;11;266,15;0;333,33;92;0,9;208,6594672
2010;1;14;12;267,25;0;377,78;92;1,3;217,1667946
2010;1;14;13;267,55;0;330,56;88;1,4;216,9199873
2010;1;14;14;267,65;0;188,89;88;1,2;222,0760883
2010;1;14;15;267,65;0;91,67;89;1,1;230,4631406
2010;1;14;16;266,75;0;25;91;0,6;229,8944979
2010;1;14;17;265,75;0;0;92;0,7;219,9646485
2010;1;14;18;264,75;0;0;92;0,4;210,5779805
2010;1;14;19;264,45;0;0;92;0,5;208,1340898
2010;1;14;20;264,15;0;0;91;0,3;206,5391203
2010;1;14;21;264,05;0;0;91;0,3;205,1026981
2010;1;14;22;263,65;0;0;91;0,6;204,3920691
2010;1;14;23;263,75;0;0;91;0,4;204,3096623
2010;1;15;0;263,15;0;0;91;0,5;199,9603037
2010;1;15;1;263,35;0;0;91;0,6;205,3619133
2010;1;15;2;263,15;0;0;91;0,8;201,7781653
2010;1;15;3;262,45;0;0;90;0,8;196,4665393
2010;1;15;4;262,75;0;0;90;0,9;200,8698376
2010;1;15;5;262,45;0;0;90;1;200,1705109
2010;1;15;6;262,05;0;0;90;0,8;188,8741558
2010;1;15;7;261,65;0;2,78;90;0,7;185,3691763
2010;1;15;8;264,35;0;38,89;90;1,1;197,4851013
2010;1;15;9;265,45;0;108,33;91;0,1;201,6580776
2010;1;15;10;266,95;0;188,89;92;0,2;207,7170647
2010;1;15;11;268,55;0;366,67;90;0,1;215,0532125
2010;1;15;12;270,65;0;386,11;74;0,5;223,8501346
2010;1;15;13;271,75;0;363,89;68;0,4;228,5685626
2010;1;15;14;270,25;0;283,33;79;0,8;234,2881391
2010;1;15;15;269,95;0;155,56;79;1,2;234,8327142
2010;1;15;16;267,85;0;16,67;84;0,8;216,6193992
2010;1;15;17;267,25;0;0;88;0,4;215,9041483
2010;1;15;18;267,65;0;0;88;0,3;221,520986
2010;1;15;19;267,25;0;0;88;0,2;217,161036
2010;1;15;20;266,85;0;0;89;0,7;214,3641722
2010;1;15;21;266,95;0;0;88;0,7;218,1926111
2010;1;15;22;266,95;0;0;88;0,5;220,5201292
2010;1;15;23;266,15;0;0;91;0,3;216,0611216
2010;1;16;0;265,75;0;0;91;0,3;213,6600994
2010;1;16;1;265,55;0;0;93;0,9;211,8102108
2010;1;16;2;265,25;0;0;92;0,8;209,2418063
2010;1;16;3;265,55;0;0;92;0,6;236,1586451
2010;1;16;4;265,35;0;0;92;0,4;232,135767
2010;1;16;5;262,75;0;0;92;0,9;199,4212204
2010;1;16;6;262,75;0;0;91;1,2;197,9091082
2010;1;16;7;262,65;0;2,78;91;1,2;193,1809833
2010;1;16;8;262,85;0;22,22;91;1,2;191,9701677
2010;1;16;9;264,15;0;102,78;91;1,2;198,7919547
2010;1;16;10;265,35;0;188,89;92;1,3;206,2977943
2010;1;16;11;265,85;0;233,33;92;1,7;204,971222
2010;1;16;12;266,35;0;269,44;92;1,3;207,5938344
2010;1;16;13;268,25;0;322,22;94;0,8;225,0599725
2010;1;16;14;268,55;0;291,67;94;1,1;245,6745608
2010;1;16;15;268,35;0;161,11;94;0,8;253,9284328
2010;1;16;16;266,45;0;16,67;93;0,8;226,3414194
2010;1;16;17;265,65;0;0;93;0,8;219,8692105
2010;1;16;18;264,95;0;0;92;0,5;209,8227719
2010;1;16;19;264,45;0;0;92;0,6;206,6284519
2010;1;16;20;264,65;0;0;92;0,4;207,5038786
2010;1;16;21;264,35;0;0;92;0,6;202,9576443
2010;1;16;22;264,55;0;0;92;0,3;203,1458172
2010;1;16;23;265,05;0;0;92;0,6;206,7136224
2010;1;17;0;265,45;0;0;92;0,7;208,1074042
2010;1;17;1;265,55;0;0;92;0,2;207,840867
2010;1;17;2;266,05;0;0;91;0,3;208,5374227
2010;1;17;3;266,35;0;0;90;0,2;210,5602218
2010;1;17;4;267,15;0;0;86;0,5;212,1263444
2010;1;17;5;267,05;0;0;86;0,3;213,2404647
2010;1;17;6;267,75;0;0;84;0,4;213,4571286
2010;1;17;7;267,15;0,7;0;91;0,8;214,8633531
2010;1;17;8;268,45;0,2;11,11;91;0,6;223,5397685
2010;1;17;9;267,85;0;88,89;93;1,4;215,9633926
2010;1;17;10;268,55;0,5;83,33;92;1,1;219,9081768
2010;1;17;11;269,65;0,1;150;90;0,3;225,6975637
2010;1;17;12;269,95;0;166,67;90;0,5;228,6716678
2010;1;17;13;270,55;0,2;111,11;91;0,3;233,4497856
2010;1;17;14;270,45;0,1;105,56;93;1,1;230,5352184
2010;1;17;15;270,85;0,1;69,44;93;0,8;233,3810869
2010;1;17;16;271,75;0;33,33;94;0,9;239,0915096
2010;1;17;17;271,95;0;0;93;0,9;239,8210458
2010;1;17;18;272,85;0;0;94;2,1;249,7515134
2010;1;17;19;272,95;0,1;0;95;2,3;256,2396471
2010;1;17;20;273,05;0,2;0;93;3,4;253,5787603
2010;1;17;21;272,45;0,2;0;94;4,1;251,1860195
2010;1;17;22;272,65;0,1;0;72;3,1;234,2033566
2010;1;17;23;272,05;0,1;0;73;4,6;231,9044358
2010;1;18;0;271,55;0;0;80;3,2;232,2214547
2010;1;18;1;270,95;0;0;91;4;236,0592058
2010;1;18;2;271,25;0,1;0;85;3,2;236,4576455
2010;1;18;3;271,15;0;0;86;3,7;234,5745331
2010;1;18;4;270,55;0;0;93;2,5;234,2304863
2010;1;18;5;270,95;0,2;0;90;2,1;236,6011068
2010;1;18;6;271,05;0,2;0;82;2,2;230,8267876
2010;1;18;7;270,85;0;2,78;90;2,3;234,220206
2010;1;18;8;270,85;0,3;25;93;2,1;233,017902
2010;1;18;9;271,15;0,3;80,56;91;3,5;235,0076066
2010;1;18;10;272,05;0,4;127,78;86;3,3;237,471899
2010;1;18;11;271,85;0,2;186,11;88;3,2;236,5153245
2010;1;18;12;272,35;0,1;241,67;83;2,5;238,497945
2010;1;18;13;272,55;0,2;252,78;81;0,6;239,3899345
2010;1;18;14;272,15;0;202,78;80;2,3;237,1369511
2010;1;18;15;271,95;0;63,89;74;3,9;232,1696923
2010;1;18;16;271,35;0,6;13,89;81;2,8;231,9485518
2010;1;18;17;270,85;0,4;0;92;2,3;239,1003875
2010;1;18;18;271,05;0,3;0;84;1,4;234,464016
2010;1;18;19;270,55;0;0;91;0,6;238,2252716
2010;1;18;20;270,35;0,2;0;88;0,6;232,0811603
2010;1;18;21;269,95;0;0;90;0,9;229,9012199
2010;1;18;22;270,15;0;0;89;0,6;229,3341205
2010;1;18;23;270,15;0,1;0;91;0,3;232,2453673
2010;1;19;0;270,55;0;0;82;2,6;230,956022
2010;1;19;1;270,25;0;0;84;2,9;230,3122717
2010;1;19;2;269,65;0;0;86;2;226,418764
2010;1;19;3;269,55;0;0;84;0,7;229,1983015
2010;1;19;4;269,55;0;0;84;1,8;243,3810995
2010;1;19;5;268,35;0;0;80;1,8;220,6193573
2010;1;19;6;266,55;0;0;80;0,7;206,5135955
2010;1;19;7;266,95;0;2,78;82;1,4;207,2181159
2010;1;19;8;267,05;0;44,44;89;2,7;207,7768997
2010;1;19;9;268,45;0;163,89;86;1,4;214,3397233
2010;1;19;10;270,25;0;288,89;81;1,6;218,6784705
2010;1;19;11;270,75;0;413,89;76;0,9;219,5261899
2010;1;19;12;273,45;0;425;69;0,5;239,398356
2010;1;19;13;273,55;0;380,56;61;0,6;233,8473461
2010;1;19;14;271,15;0;177,78;78;0,9;230,2805473
2010;1;19;15;270,95;0;108,33;76;1,3;228,3800581
2010;1;19;16;270,35;0;30,56;79;0,5;228,5771626
2010;1;19;17;269,95;0;0;81;0,6;229,3006962
2010;1;19;18;269,15;0;0;84;0,3;225,2406903
2010;1;19;19;268,55;0;0;86;0,6;220,2665117
2010;1;19;20;268,35;0;0;87;1,1;220,784441
2010;1;19;21;268,65;0;0;87;1;223,0770367
2010;1;19;22;268,25;0;0;88;0,5;225,5877782
2010;1;19;23;268,35;0;0;89;0,5;223,7487214
2010;1;20;0;267,25;0;0;89;0,6;215,0888692
2010;1;20;1;267,95;0;0;92;0,7;223,38809
2010;1;20;2;267,65;0;0;95;0,6;224,6762145
2010;1;20;3;267,75;0;0;96;0,6;230,5908559
2010;1;20;4;267,45;0;0;96;0,8;229,8955658
2010;1;20;5;266,95;0;0;96;1;222,1682549
2010;1;20;6;266,55;0;0;96;1;217,8817129
2010;1;20;7;266,75;0;2,78;95;0,9;218,0122896
2010;1;20;8;266,75;0;36,11;95;0,8;216,5583222
2010;1;20;9;266,95;0;97,22;95;0,7;211,9775893
2010;1;20;10;267,25;0;188,89;95;0,5;211,9759654
